"Flash flood in Utah canyon kills at least 1 person, search for unaccounted 
hikers continues",<a href=https://www.foxnews.com/us/utah-canyon-flash-flood-goblin-valley-state-park-severe-weather-thunderstorm-unaccounted-hiker-search> https://www.foxnews.com/us/utah-canyon-flash-flood-goblin-valley-state-park-severe-weather-thunderstorm-unaccounted-hiker-search</a>
AWS brings enterprise search tool Kendra into GA,<a href=https://www.zdnet.com/article/aws-brings-enterprise-search-tool-kendra-into-ga/> https://www.zdnet.com/article/aws-brings-enterprise-search-tool-kendra-into-ga/</a>
